numero_de_inscripcion|numero_de_inscripcion_antiguo|seccion|nombre|nombre_generico|fecha_de_inscripcion|tipo_de_entidad|confesion|subconfesion|ambito|domicilio|poblacion|provincia|codigo_postal|comunidad_autonoma|correo_electonico|web|representantes_legales|federaciones
022951||Sección Especial (Fundaciones)|FUNDACION MATER CLEMENTISSIMA||20160406|FUNDACIÓN||||AÑASTRO, 1|MADRID|MADRID|28033|MADRID|||Antonio CAÑIZARES LLOVERA,Braulio RODRIGUEZ PLAZA,Carlos  OSORO SIERRA,Francisco Javier MALO PEREZ,Jose Miguel MARTINEZ HERRANZ,José SAN JOSE PRISCO,Juan Jose ASENJO PELEGRINA,Ricardo BLAZQUEZ PEREZ|
023813||Sección Especial (Fundaciones)|FUNDACION MAY FEELINGS||20180117|FUNDACIÓN||||HERMOSILLA, 99-7 B|MADRID|MADRID|28006|MADRID|joaquin@mayfeelings.com||Joaquin de los  RIOS DEL CAMPO,Juan Bosco YBARRA ARROSPIDE,Santiago REQUEJO LOPEZ-MATEOS|
000413|149-SE/F|Sección Especial (Fundaciones)|FUNDACION MELCHOR PLANAS I CREHUET||19970611|FUNDACIÓN||||PLAZA SANTA MARIA, 1. ( PARROQUIA SANTA.MARIA)|BARCELONA|BARCELONA|00000|CATALUÑA|||JOSEP LLAURADO SERRAT|
000615|221-SE/F|Sección Especial (Fundaciones)|FUNDACION MISION Y PROMOCION||20020221|FUNDACIÓN||||PLAZA MONTAÑETA, 7|ALICANTE|ALICANTE|00000|COMUNIDAD VALENCIANA|||JESUS GARCIA BURILLO|
023242||Sección Especial (Fundaciones)|FUNDACION MISION, AMAR Y SERVIR||20161214|FUNDACIÓN||||JUAN RAMON JIMENEZ, 24, 8º izda|MADRID|MADRID|28036|MADRID|||Cordelia de Castellane  RODRIGUEZ DE RIVAS,Fina RIVERO CORREA,María Feliciana  GARCIA GOMEZ,María Lourdes MARTIN WHITE|
000129|45-SE/F|Sección Especial (Fundaciones)|FUNDACION MISSATGE HUMA I CRISTIA||19880323|FUNDACIÓN||||COMTES DE BELL-LLOC, 67-69|BARCELONA|BARCELONA|00000|CATALUÑA|||ENRIC MAS LOPEZ,IGNASI TORRENT PORTABELLA,IGNASI GARCIA RAFANELL,RAMON CASALS LAMARCA,REGINA MOLINS LOPEZ-RODO,XAVIER PICH-AGUILERA ROCA|
000683|246-SE/F|Sección Especial (Fundaciones)|FUNDACION MN. VICENÇ SALVÁ||20031031|FUNDACIÓN||||CASANOVA, 175|BARCELONA|BARCELONA|00000|CATALUÑA|||PERE BOIXADERAS SADUMI|
000157|55-SE/F|Sección Especial (Fundaciones)|FUNDACION MONASTERIO DE SAN JOSE DE MALAGON||19890404|FUNDACIÓN||||DOCTOR FLEMING,36 ,1º IZDA|MADRID|MADRID|00000|MADRID|||RAQUEL-TERESA LAFUENTE MENENDEZ|
000686|247-SE/F|Sección Especial (Fundaciones)|FUNDACION MONUMENTO DEL REINO DE VALENCIA AL SAGRADO CORAZON DE JESUS||20031031|FUNDACIÓN||||DUC ALFONS EL VELL, 3|GANDIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||Angel SANEUGENIO I PUIG,Francisco REVERT MARTINEZ,José  Salvador RONDA ESCRIVA,Juan BAÑULS JORDA,Rafael SALA GONZALEZ,Vicente Domingo SERRANO MILLET|
000817|299-SE/F|Sección Especial (Fundaciones)|FUNDACION MOSEN JOSE ESPINASA GRAU||20070712|FUNDACIÓN||||PLAZA DE L'ESGLESIA, 9|MONTCADA I REIXAC|BARCELONA|00000|CATALUÑA|||JAUME CASAS BARQUET|
000260|94-SE/F|Sección Especial (Fundaciones)|FUNDACION MOSSEN SAMPER||19910603|FUNDACIÓN||||CARRETERA DE CALDES, 21.|GRANOLLERS|BARCELONA|00000|CATALUÑA|||JUAN SAMPER RIPOLL|
023169||Sección Especial (Fundaciones)|FUNDACION MUSEO DIOCESANO Y DE SEMANA SANTA||20161031|FUNDACIÓN||||Mariano Dominguez Berrueta, 10|LEON|LEON|24003|CASTILLA LEON|||Manuel-Angel FERNANDEZ DIEZ,María del Cielo GONZALEZ MORALA,Máximo  GOMEZ RASCON,Pedro PUENTE FERNANDEZ,Vicente GUTIERREZ GONZALEZ|
000830|305-SE/F|Sección Especial (Fundaciones)|FUNDACION NATALIA MENDIOLA ISLA||20080307|FUNDACIÓN||||PALAU,.2|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||Alvaro ALMENAR PICALLO,José Francisco CASTELLO COLOMER,José María TABERNER ANDRES,Juana María BELZUNEGUI LIZARRAGA,Vicente FONTESTAD PASTOR|
000591|212-SE/F|Sección Especial (Fundaciones)|FUNDACION NUESTRA SEÑORA DE BELEN||20010710|FUNDACIÓN||||FERNANDO MARTIN, 10|PRIEGO DE CÓRDOBA|CÓRDOBA|00000|ANDALUCIA|||JOAQUIN PEREZ HERNANDEZ|
000672|242-SE/F|Sección Especial (Fundaciones)|FUNDACION NUESTRA SEÑORA DE MONTSERRAT||20030728|FUNDACIÓN||||BRONCE, 18|BARCELONA|BARCELONA|00000|CATALUÑA|||GREGORIO MARTIN-URDA MUÑOZ|
000694|250-SE/F|Sección Especial (Fundaciones)|FUNDACION NUESTRA SEÑORA DEL AMPARO||20040130|FUNDACIÓN||||PARTIDA RINCON DEL PORTELL, S/N|REAL DE GANDIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||ANGEL SANEUGENIO PUIG,Alvaro PEYRO ESCRIVA,Jesús MONTOLIU ESCRICHE,Juan Mguel LLORET MIÑANA,Teresa VALLET RIBES|
001018|388-SE/F|Sección Especial (Fundaciones)|FUNDACION NUEVA EVANGELIZACION PARA EL SIGLO XXI||20130621|FUNDACIÓN||||CAMINO DE LA HUERTA, 14|MADRID|MADRID|28050|MADRID|||Alejandro ROSAL VALLS-TABERNER,Alejandro Miguel NAVAJAS JOSA,Francisco SEGARRA ALEGRE,Iñigo CHURRUCA BONILLA,José Manuel DIEZ QUINTANILLA,José Miguel ABAT SAEZ,Juan URIBE ARBELAEZ,Pablo ARANGUREN DE MILLCUA,Sandra SEGIMON DE PEDRAZA|
000606|218-SE/F|Sección Especial (Fundaciones)|FUNDACION OBISPO FRAY ALBINO||20011025|FUNDACIÓN||||AMADOR DE LOS RIOS, 1|CORDOBA|CÓRDOBA|00000|ANDALUCIA|||FRANCISCO JAVIER MARTINEZ FERNANDEZ|
000908|340-SE/F|Sección Especial (Fundaciones)|FUNDACION OBISPO GUERRA CAMPOS||20110210|FUNDACIÓN||||CAÑETE, 10, 1º C|CUENCA|CUENCA|00000|CASTILLA LA MANCHA|||Antonio Sáez Ródenas,Antonio Rodríguez Camacho,Antonio Turú Rofes,Camilo-Arturo-Ramón Menéndez González-Palenzuela,David Saiz Santos,Gratiniano Checa Colmena,José Luis Domínguez Ureña,Juan Manuel Cabezas Cañavate,Manuel García Álvarez|
000253|91-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA ASISTENCIAL VIRGEN DEL REMEDIO||19901213|FUNDACIÓN||||ISLA CORFU, 6, ESQ.CIUDAD DE LAS MATANZAS|ALICANTE|ALICANTE|00000|COMUNIDAD VALENCIANA|||FRANCISCO ALVAREZ MARTINEZ|
000649|233-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA BENEFICO CARITATIVA FAMILIA MASIDES||20021129|FUNDACIÓN||||PLAZA SANTA MARIA,1|CACERES|CÁCERES|00000|EXTREMADURA|||CIRIACO BENAVENTE MATEOS|
000346|125-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA CULTURAL||19940510|FUNDACIÓN||||SAN MARCOS, 42, 2º, 1ª.|BARCELONA|BARCELONA|00000|CATALUÑA|||Enric Ribas Baciana,Josep Casanova Doménech,María Reyes Ribas Baciana,Mercedes Morer Vidal,Ramón Casals Lamarca|
000335|121-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA CULTURAL  DIOCESANA||19930719|FUNDACIÓN||||PLAZA DE LA MONTAÑETA, 7|ALICANTE|ALICANTE|00000|COMUNIDAD VALENCIANA|||JOSE CARLOS SAMPEDRO FORNER|
000072|25-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA DE INTEGRACION SOCIAL (OBINSO)||19870202|FUNDACIÓN||||VILLARROEL, 81-1º|BARCELONA|BARCELONA|00000|CATALUÑA|||PERE CORNELLES TUBAU|
000256|92-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA DIOCESANA SANTO DOMINGO DE SILOS||19910403|FUNDACIÓN||||DIVISION AZUL, 6|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||ELIAS YANES ALVAREZ|
000038|12-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA PIA DE MARIA SANTISIMA DE ARACELI||19860703|FUNDACIÓN||||MAQUEDANO, 26|LUCENA|CÓRDOBA|00000|ANDALUCIA|||Agustín ANTRAS ROLDAN,DAVID AGUILERA MALAGÓN,Felipe VIBORA ALVAREZ DE SOTOMAYOR,Francisco ESCUDERO RUIZ,Jeronimo JIMENEZ GARCIA,Jose RODRIGUEZ DELGADO,Juan Carlos GARCIA MOSCOSO,María Dolores LOPEZ CIBANTOS,Pilar RODRIGUEZ MEJIAS,Rafael RAMIREZ LUNA,Rafael OSUNA LUQUE|
000059|20-SE/F|Sección Especial (Fundaciones)|FUNDACION OBRA SOCIAL D´AJUDA AL DISMINUIT PSIQUIC (O.S.A.S)||19860412|FUNDACIÓN||||MANIGUA, 45-47|BARCELONA|BARCELONA|00000|CATALUÑA|||ANDRES PARDO GONZALEZ,CARLES PERAPOCH TAULLER,EDUARD RAFOLS VILOCA,FRANCISCO GALLARDO MARTIN,JOAN MIRANDA PEREZ,JOSEP OCAÑA ORCAJO,JOSEP BELLERA FILLAT,MARIA DURAN TEIXIDOR|
000092|32-SE/F|Sección Especial (Fundaciones)|FUNDACION ORGANISMO BENEFICO ASISTENCIAL (O.B.A.)||19870527|FUNDACIÓN||||VALENCIA, 218, 1º-2ª DERECHA|BARCELONA|BARCELONA|00000|CATALUÑA|||Esperança COMAS CASAS,Gloria PUJOL LLOPART,Isabel MANRESA PRESAS,Isabel LLOBET SERRA,Isabel BUGES BALLESTEROS,JOSEP MARIA GUERRA FABREGAS,Javier María FERRERO JORDI,Joan M. PUJALS VALLVE,Josep VIDAL PERELLO,Manel CLARET NONELL,María José Alejandra LOPEZ PALLARES,Mateu MARTINEZ GUARRO,Pilar PUJOL-XICOY BARBA,Ramón TERRADES PRAT|
000811|296-SE/F|Sección Especial (Fundaciones)|FUNDACION OSIO DE CORDOBA||20070214|FUNDACIÓN||||AVENIDA DEL BRILLANTE, 21|CORDOBA|CÓRDOBA|00000|ANDALUCIA|||JUAN JOSE ASENJO PELEGRINA|
000107|37-SE/F|Sección Especial (Fundaciones)|FUNDACION PABLO VI||19870715|FUNDACIÓN||||PASEO JUAN XXIII, 3|MADRID|MADRID|00000|MADRID|||Agustín GARCIA-GASCO VICENTE,Agustín  CORTES SORIANO,Alfonso CORONEL DE PALMA,Angel  BERNA QUINTANA,Antonio María ROUCO VARELA,Carlos LOPEZ HERNANDEZ,Carlos EGEA KRAUEL,Emilio BENAVENT ESCUIN ,Eugenio ROMERO POSE,FERNANDO SEBASTIAN AGUILAR,Fernando FUENTES ALCANTARA,Francisco ECHAMENDI ARISTU,Jose Tomás  RAGA GIL,José María GUIX FERRERES,Juan José  OMELLA OMELLA,Juan del RIO MARTIN,Julian VARA BAYON|
000718|259-SE/F|Sección Especial (Fundaciones)|FUNDACION PADRE JUAN SCHENK||20040727|FUNDACIÓN||||ISABEL LA CATOLICA, 17, PTA. 6ª|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||Antonio BENLLOCH POVEDA,Francisco TEBAR BELMONTE,MARIA ALBERT MARTORELL,María-Angeles CABRERA RODRIGUEZ,Pilar TARONCHER MORA|
000707|255-SE/F|Sección Especial (Fundaciones)|FUNDACION PARA LA ESCUELA CRISTIANA DE CATALUÑA||20040412|FUNDACIÓN||||ANGELS,18, 6º|BARCELONA|BARCELONA|00000|CATALUÑA|||Aurora PICO SANCHEZ,Dolors ALEU SOLE,Enric PUIG JOFRA,Ines RODRIGUEZ DOMINGO,Joan VILA FARRAS,Joan BASSAS ARNAU,Joan PRAT ARMADANS,Joan Carles JARA REIG,Jordi BREU PANYELLA,Jose ABASCAL VICENTE,Josep M. TAULATS SANMIQUEL,Josep Maria ROMAGOSA MARTI,Juan José OMELLA OMELLA,Maria Dolors IBORRA GARRIDO,María Teresa TALON NAVARRO,María del Mar PLA MANUEL-RIMBAU,Neus FUERTES ABENOZA,Nuria VILLAS CHAUBEL,Paquita CARRASCO PONS,Roser GALCERAN FOLCH|
000726|262-SE/F|Sección Especial (Fundaciones)|FUNDACION PEDRO ARRUPE||20040902|FUNDACIÓN||||GRAN VIA DE FERNANDO EL CATOLICO, 78|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||ANDRES JUAN TORTOSA GOSALVEZ,FRANCISCO JAVIER QUINZA LLEO,FRANCISCO VICENTE FUSTER PUIG,IGNACIO DINNBIER CARRASCO,LORENA BORJA SOLINA,MIGUEL ANGEL SEGURA PALOMARES,ROBERTO JOSE GARRIDO BULLEJOS|
000875|326-SE/F|Sección Especial (Fundaciones)|FUNDACION PEDRO FERNANDEZ Y TOMASA RODRIGUEZ||20091223|FUNDACIÓN||||EDUARDO MARTINEZ DEL CAMPO, 18|BURGOS|BURGOS|00000|CASTILLA LEON|||FERNANDO ARCE SANTAMARIA,VICENTE REBOLLO MOZOS|
000696|251-SE/F|Sección Especial (Fundaciones)|FUNDACION PERSONA, FAMILIA Y SOCIEDAD||20040205|FUNDACIÓN||||AMADOR DE LOS RIOS, 1|CORDOBA|CÓRDOBA|00000|ANDALUCIA|||ANTONIO PRIETO LUCENA,ENRIQUE ARANDA AGUILAR,INMACULADA CONCEPCION VALERA GIL,JUAN JOSE ASENJO PELEGRINA,MARIO ICETA GAVICAGOGEASCOA|
022817||Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "ABADIA DEL SACROMONTE" DE GRANADA||20151230|FUNDACIÓN||||PLAZA ALONSO CANO, 1|GRANADA|ALMERÍA|18001|ANDALUCIA|||Alberto  ESPINAR LARA,Francisco Javier  MARTINEZ FERNANDEZ,Inmaculada CRIADO RECA,Jose Alberto FERNANDEZ PEREZ,Manuel REYES RUIZ,Torcuato RECOVER BALBOA|
000925|348-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "CENTRO DIOCESANO SAN JUAN DE AVILA"||20110905|FUNDACIÓN||||SAN JUAN DE DIOS, 10|MONTILLA|CÓRDOBA|14550|ANDALUCIA|||Carlos Jesús Gallardo Panadero,Demetrio Fernández González,José Almedina Polonio|
022587||Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "COLEGIO DIOCESANO CRISTO DE LA GUIA"||20150716|FUNDACIÓN||||Ezcaray, 1|Madrid|MADRID|28032|MADRID|||Avelino REVILLA CUÑADO,Carlos  OSORO SIERRA,Ildefonso LOZANO LOZANO,María del Pilar VILLAVERDES ALVAREZ,Miguel María  RUIZ DE ZARATE AGUILAR,Ricardo PINILLA COLLANTES,Tomás JUAREZ GARCIA-GASCO|
000898|335-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "ESFORÇ"||20100519|FUNDACIÓN||||ABADIA, 6|TIVISSA|TARRAGONA|00000|CATALUÑA|||GUILLERMO BARCELO VERNET,JOANA SERRANO AMOROS,MARIA DOLORES BARCELO CASTELLNOU,RAFAEL PELEGRI BRULL|
022160||Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "Peque de Lara"||20140917|FUNDACIÓN||||San Martin de Porres, 53|Madrid|MADRID|28035|MADRID|||AURELIO  MATE BALMES,ENRIQUE MATE DE LARA,JAVIER  MATE DE LARA,JOSE MARIA HERRANZ MATE|
022703||Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "SANTA CLARA DE ESPINOSA DE HENARES-GUADALAJARA"||20151104|FUNDACIÓN||||MARTIRES CARMELITAS, 2|GUADALAJARA|GUADALAJARA|19001|CASTILLA LA MANCHA|||ANGEL MORENO SANCHO,MARIA ANGELES PASADAS BALLESTEROS,MIGUEL ANGEL ORTEGA CANALES,SERGIO  SANCHEZ PLAZA|
022231||Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA "SANTA MARIA DE LA MISERICORDIA"||20141022|FUNDACIÓN||||Primavera, 21, bajo|Granada|GRANADA|18006|ANDALUCIA|||Antonio MARTIN SANCHEZ,Francisco Javier MARTINEZ FERNANDEZ,Francisco Javier BENAVIDES GONZALEZ-RIVERA,Jose Alberto FERNANDEZ PEREZ|
000853|316-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA AMIGOS DE JOAQUIN R-MONTEVERDE||20081209|FUNDACIÓN||||SAN AQUILINO, 30-4º DCHA.|MADRID|MADRID|00000|MADRID|||JOAQUIN RODRIGUEZ MONTEVERDE,MARIA DEL PILAR CANTARELL COSTILLA|
000328|118-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA CALASANCIA, REAL COLEGIO DE SAN ANTONIO ABAD  (PP. ESCOLAPIOS)||19930615|FUNDACIÓN||||GAZTAMBIDE, 65|MADRID|MADRID|00000|MADRID|||Andrés SANCHEZ MATEO,Angel AYALA GUIJARRO,Daniel HALLADO ARENALES,Enrique RODRIGUEZ VARAS,Jorge-Iván RUIZ CORTIZO,José-Manuel CAMP MORA,Urbano PEÑA SAIZ|
000880|328-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA CASA DE ACOGIDA PURISIMA CONCEPCION VICTORIA||20091223|FUNDACIÓN||||MONTCADA, 34|TORTOSA|TARRAGONA|00000|CATALUÑA|||ANNA ALGUERO CABALLE,CONCEPCION CASTELLS PRADES,EDELMIRO COSTA BELLOT,ELIAS CAMPO VILLEGAS,ENRIQUE BENAVENT VIDAL,JORDI BERTOMEU FARNOS,JOSE Mª. MEMBRADO BLAS,LUIS ESTEBAN LAMOTE DE GRIGNON QUEROL,Mª. CINTA ALGUERO BALLESTER,PABLO IRIONDO SANZ,XAVIER LAMOTE DE GRIGNON COSTA|
000840|310-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA COL-LEGI SANT GENIS I SANTA AGNES DE TARADELL||20080731|FUNDACIÓN||||CAMPANAR, 18|TARADELL|BARCELONA|00000|CATALUÑA|||ANGELA ALSINA SALVANS,ANTONI ROVIRA CASSASAS,FRANCESC HOMS MOLIST,FRANCISCO COROMINA MOLIST,MARIA CARME PINILLA PEREZ DE BUSTOS,MONTSERRAT FONT CABALLE,Mª. ANGELS VILA SUÑE,Mª. ROSA PUIGDUETA MAURI,ROMA CASANOVA CASANOVA,ROSA PAPELL COMA|
000889|331-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA DE LAS CONGREGACIONES MARIANAS, LA INMACULADA Y SAN JOSE||20100412|FUNDACIÓN||||BAILEN, 8|MADRID|MADRID|00000|MADRID|||David LOPEZ ROYO,Fernando Antonio MARTINEZ GARCIA,Inmaculada FLORIDO FERNANDEZ,Josefa GARCIA LOPEZ,Mª. ANGELES RODRIGUEZ OVELLEIRO,Pablo GONZALEZ DIAZ,Silvia-Penélope MARTINEZ BRAVO|
000006|2-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA DEHON||19850514|FUNDACIÓN||||EVARISTO SAN MIGUEL, 10|MADRID|MADRID|00000|MADRID|||Angel  SANCHEZ NIETO,Antonio BOYERO GOMEZ,Eduardo GOMEZ GARCIA,Francisco CASCAJERO VAZQUEZ,Francisco Javier LARREA,Jose Manuel  ALVARO,Jose Maria  SUAREZ,Marino CORDOBA GARCIA,VALERIANO GOMEZ REOLID|
022952||Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA GAUDIUM||20160406|FUNDACIÓN||||TORRIJOS, 12|CORDOBA|CÓRDOBA|14003|ANDALUCIA|||Demetrio FERNANDEZ GONZALEZ,Francisco Jesus OROZCO MENGIBAR,Jesus LINARES TORRICO,José Luis  VIDAL SOLER,Manuel  MAESTRE MORENO|
000935|352-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA GUILLERMO PONS PONS||20111007|FUNDACIÓN||||CALLE DEL BISBE, 8|CIUDADELA DE MENORCA|BALEARES|7760|BALEARES|||Gerardo Villalonga Hellín,Guillermo Pons Pons,Joan Miguel Sastre Preto,Juan Miguel Tutzo Sans,Rafael Portella Moll,Salvador Giménez Valls Giménez Valls|
000914|343-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA MARE DE DEU DE LA GLEVA||20110517|FUNDACIÓN||||C/ de l´ Esglesia, 4|SAN HIPOLIT DE VOLTREGA|BARCELONA|8500|CATALUÑA|||Carles  Izquierdo Balmes,David Compte Verdaguer,Josep Martínez Melgares,Marc González Navazo,María Mercé Oller Campdelacreu,Romá Casanova Casanova,Ángel Perarnau Dorca|
000956|361-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA MATER ECCLESIAE||20120326|FUNDACIÓN||||CALLE DEL BISBE, 8|CIUTADELLA DE MENORCA|BALEARES|7760|BALEARES|||CARLOS SALORD COMELLA,GERARDO VILLALONGA HELLIN,LLORENÇ TALTAVULL SINTES,RAFAEL PORTELLA MOLL,SALVADOR GIMENEZ VALLS,SANTIAGO JESUS BOHIGUES FERNANDEZ|
000821|301-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA NUESTRA SEÑORA DE LURDES DE LA NOU||20070912|FUNDACIÓN||||PLAZA SANTUARIO, S/N        (SANTUARIO DE NUESTRA SEÑORA DE LURDES DE LA NOU)|LA NOU DE BERGUEDA|BARCELONA|00000|CATALUÑA|||JAUME TRASERRA  CUNILLERA|
000896|334-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA PADRE RICARDO||20100421|FUNDACIÓN||||JARDIN,15|BALAZOTE|ALBACETE|00000|CASTILLA LA MANCHA|||AMANCIO DE LA VARA GONZALEZ,LUIS BELMONTE GALLEGO,PASCUAL BELMONTE SIMON|
000962|364-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA PRO SEMINARIO DIOCESANO MISIONERO REDEMPTORIS MATER "VIRDEN DEL CAMINO"||20120607|FUNDACIÓN||||PLAZA DE LA  REGLA, 7|LEÓN|LEON|00000|CASTILLA LEON|||JOSE LUIS MENDEZ-TRELLES DIEZ,JULIAN LOPEZ MARTIN,MANUEL SANTOS FLAKER LABANDA|
000368|133-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA SAN AGUSTIN||19950424|FUNDACIÓN||||BAILEN, 8|MADRID|MADRID|00000|MADRID|||Agustín de VICENTE-RETORTILLO DIAZ,Alberto ANDRES DOMINGUEZ,Avelino REVILLA CUÑADO,Blas CAMACHO ZANCADA,Carlos OSORO SIERRA,David LOPEZ ROYO,Fernando Antonio MARTINEZ GARCIA,Rodrigo Maria PINEDO TEIXIDOR,Tomas GARCIA MADRID,Tomás JUAREZ GARCIA-GASCO|
000809|295-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA SAN JOSE PARA SACERDOTES ANCIANOS Y ENFERMOS||20070214|FUNDACIÓN||||TORRIJOS, 12|CORDOBA|CÓRDOBA|00000|ANDALUCIA|||FERNANDO CRUZ-CONDE Y SUAREZ DE TANGIL,JUAN JOSE ASENJO PELEGRINA|
000593|213-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA SANTA MARIA DE SIURANA||20010710|FUNDACIÓN||||LES COQUES, 1|TARRAGONA|TARRAGONA|00000|CATALUÑA|||JOAQUIM GALIA ROMANI,Juan Manuel FERNANDEZ VALLES,Marta DOMINGO BULTO|
000910|341-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA SOCIO CULTURAL TIENDA ASILO DE ALMERIA||20110517|FUNDACIÓN||||ALCALDE MUÑOZ, 14|ALMERIA|ALMERÍA|04005|ANDALUCIA|||Adolfo González Montes,Adolfo GONZALEZ MONTES,Concepción Alarcón Candela,Concepción ALARCON CANDELA,Fernando GIMENEZ GIMENEZ,Jose Luis AGUILAR GALLART,José Antonio Márquez Gragea,José Antonio MARQUEZ GRAJES,Juan Guillermo González-Meneses García-Valdecasas,Juan Guillermo GONZALEZ-MENESES GARCIA-VALDECASAS,María del Mar López Andrés,María del Mar LOPEZ ANDRES,Miguel Romera Domene,Miguel ROMERA DOMENE,Vicente Fernández de Capel y Baños,Vicente FERNANDEZ DE CAPEL Y BAÑOS|
000902|337-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA TAMARACEITE||20100610|FUNDACIÓN||||SANTIAGO, 17|LAS PALMAS DE GRAN CANARIA|LAS PALMAS|00000|CANARIAS|||CRISTOBAL DENIZ HERNANDEZ,ESTEBAN GABRIEL SANTANA CABRERA,FRANCISCO CASES ANDREU,LUIS CRISTOBAL GARCIA-CORREA GOMEZ,LUIS MARIA GUERRA SUAREZ,MARIA CONCEPCION MORENO RAMIREZ,MARIA TERESA CASTELLANO HERNANDEZ|
000753|273-SE/F|Sección Especial (Fundaciones)|FUNDACION PIA AUTONOMA TERESA SANTANDER||20050905|FUNDACIÓN||||COMPAÑÍA, 5|SALAMANCA|SALAMANCA|00000|CASTILLA LEON|||MARCELIANO ARRANZ RODRIGO|
000203|72-SE/F|Sección Especial (Fundaciones)|FUNDACION PIADOSA CAO Y CERRADA||19900507|FUNDACIÓN||||BAILEN, 8|MADRID|MADRID|00000|MADRID|||ANGEL SUQUIA GOICOECHEA|
000886|330-SE/F|Sección Especial (Fundaciones)|FUNDACION PLATO DE POBRES VERGONZANTES DE LA PARROQUIA DE SANTA MARIA DEL PINO DE BARCELONA||20100412|FUNDACIÓN||||CARDENAL CASANYES, 16|BARCELONA|BARCELONA|00000|CATALUÑA|||ANTONI SOLSONA I GARCIA,ANTONI M. BADIA I MARGARIT,EMILI SIMORRA BOADA|
022975||Sección Especial (Fundaciones)|FUNDACION PONTIFICIA SCHOLAS OCCURRENTES||20160406|FUNDACIÓN||||Gran Via, 57, planta 10-J|Madrid|MADRID|28013|MADRID|longoria@lawork.es||Enrique-Adolfo PALMEYRO,Jose María del Corral Halle,Marcelo SANCHEZ SORONDO,Marta  SIMONCELLI|
000871|324-SE/F|Sección Especial (Fundaciones)|FUNDACION PRO MUSICA SACRA GRANOLLERS||20091014|FUNDACIÓN||||PLAÇA DE L'ESGLESIA, 1|GRANOLLERS|BARCELONA|00000|CATALUÑA|||CARLOS IVAN CAHUANA BARTRA,CLARA DE RIBA SOLDEVILA,GERMAN CEQUIER BARDAJI,JAUME SALA MALTAS,JOSEP TORRENTS TINTO,LLUIS POU ILLA,ROMAN MONTARDIT BONET,VICENÇ PRUNES LLORET|
000774|281-SE/F|Sección Especial (Fundaciones)|FUNDACION PURISIMA CONCEPCION VICTORIA||20060330|FUNDACIÓN||||MONTCADA, 34-36|TORTOSA|TARRAGONA|00000|CATALUÑA|||MARIA MARGARITA LLORCA COTS|
000066|23-SE/F|Sección Especial (Fundaciones)|FUNDACION RAFAEL JIMENEZ CUENCA||19870128|FUNDACIÓN||||MARISTAS, 4       (PARROQUIA DE SAN MATEO)|LUCENA|CÓRDOBA|00000|ANDALUCIA|||JOSE ANTONIO INFANTES FLORIDO|
000702|253-SE/F|Sección Especial (Fundaciones)|FUNDACION REGINA APOSTOLORUM, DELEGACION EN ESPAÑA||20040401|FUNDACIÓN||||CAMARINES,12|ARAVACA|MADRID|00000|MADRID|||José Carlos ZANCAJO SASTRE|
